id,text,preprocessed,sentiment
1435694155188084739,Na cabeça da diretoria do Flamengo nunca teve pandemia https://t.co/Ro4k2JYf3Q
1435694149454413825,"@JudithSantana0 @jairbolsonaro Fique em casa insana a economia gente ver depois , já esqueceu?? Sua retardada apoiadora de comunista , ainda estamos em um pandemia em todo lugar do mundo a inflação está aumentando 😡"
1435694131989336065,@RitaBataglia Aqui aboliu-se a passação de roupa qdo entrou a pandemia rsrsrs
1435694117594542081,@RonaldMagalhae5 @Lcs_FLA_ @venecasagrande Se fosse pandemia poderia ter isso sem ônus. Mais não se trata de algo anulado por conta de saúde pública. Então quem é que vai pagar pra nós o valor integral. Sacanagem essa do flamengo falta de responsabilidade com todos.
1435694102235041793,"@SporTV O regulamento da competição, que foi concebido durante a pandemia, tece alguma linha específica sobre público? Existem portarias da CBF ou algum outro tipo de documento que regularize público?"
1435694095515664386,"@flamengofcn @RaymondVasconc3 @FoxSportsBrasil Torcida é parte fundamental do futebol, e um clube ter torcida enquanto os outros não podem receber a sua, causa desequilíbrio, é tão simples e fácil de entender, e nem é esse o ponto principal, que é o fato de estarmos numa pandemia, que não está nem perto de ser controlada..."
1435694016356573187,"@magazineluiza @DellnoBrasil Lu, você bem que poderia trazer um novo lote desse sofá, né? Tá aí um produto bom e barato. Compramos antes da pandemia por R$1.006,00. Modelo Domus, da Linoforte. https://t.co/MpSfRNSdXd"
1435693996089790470,Engraçado como o comentaristas da ESPN são leões pra criticar político na internet. Mas são gatinhos mansinhos pra questionar o Flamengo na decisão mais suja dos últimos anos. O cara defendendo o dinheiro do clube  meio a uma pandemia mundial  #SCBrasil
1435693970038927377,"@Metropoles @SamPancher Não são esses vagabundos q na época da pandemia só sabiam repetir q o ""direito de ir e vir"" era sagrado na hora de desobedecer as medidas para evitar contágio? E agora, cadê o direito de ir e vir? Quer parar, parem, mas não obriguem quem quer trabalhar a participar da palhaçada."
1435693958257123332,"@dario_romedis Eu acho engraçada essa ilusão de que a culpa é do PT, do Lula, do Congresso, do Senado, da Pandemia...
Não gente, Bolsonaro é o presidente, A CULPA É DELE!"
1435693954150936576,Fome no Brasil: Como ajudar pessoas a comer e sobreviver na pandemia https://t.co/NutacdxyZ6 via @ecoa_uol @UOL
1435693951126757380,"@ericfcarvalho Falar de Flamengo 2021 é tirar UM recorte recente. Clubes têm sido prejudicados por Data FIFA desde que Reinier tava na barriga da mãe. Não dá pra pegar um contexto de pandemia, inédito na história, e contraargumentar com um fator corriqueiro e recorrente no futebol brasileiro."
1435693939189817349,"@Xiiibiu Ah tá a economia vai melhorar como?  Na pandemia com o fique em casa. Brasileiro já e vagabundo por natureza. Prefere ficar em casa e receber 600, 300, 200,00 de auxílio. Muitas empresas fecharam. Ain culpa do bozo que não fez isolamento social imagina se tivesse feito Lockdown"
1435693936018919436,"Sinto que envelheci vários anos nessa pandemia. Tô com ruga onde não tinha, espinhas por toda a cara, olheira e sempre cansada. Tenho 21 anos 🤡"
1435693935947571201,"@nonoinvestidor @Tatobarros Vô, da série: nada é tão ruim que não possa piorar. Os políticos brasileiros acham que uma pandemia apenas é pouco, então ficam tumultuando para ver se piora um pouco mais."
1435693892293255176,"Nem acredito q depois de 24 anos fora do Brasil, eu estaria entrando no estádio do meu @Palmeiras no @AllianzParque fazendo um tour! Uma pena essa pandemia, e não assistir um jogo la. Estádio lindo pqp!! E agora parece que terei uma chance de conhecer o Clebao q mora aqui perto! https://t.co/awM7NCshfQ"
1435693868712923143,não sei mas acho q a pandemia não acabou.. https://t.co/s2TgzoZ2BZ https://t.co/fHXyJub3WK
1435693853441413129,"A cria que mais gosto, uma deslizada na Pandemia aqui e ali, mas nunca foge da raia. Moleque gente da gente e que sempre vejamos a favela sorrindo (que conselheiro cuzão sangre de ódio). Porque Patrick de Paula é bola! https://t.co/37QucyURVm"
1435693843467358210,Vou contar uma fofoca pra vocês resumida eu dei uma festa antes da pandemia fiquei com uma menina lá depois fiquei apaixonada ela não quis namorar cmg almas a prima dela quis aí depois de um tempo terminamos entrei no tinder dei match com menino e não sabia mas ele irmão dela 🤧
