word,PoS,score
aclamadas,ADJ,0
aclamado,ADJ,0
aclamados,ADJ,0
aclamar,VB,0
aclarado,ADJ,1
aclarar,VB,-1
aclarar-se,VB,1
aclarecer,VB,0
aclimar,VB,1
aclimar-se,VB,1
aclimatar,VB,1
aclimatar-se,VB,1
aclimatizar,VB,1
aclimatizar-se,VB,1
aclive,ADJ,-1
aclivoso,ADJ,-1
acoar,VB,0
acobardada,ADJ,-1
acobardadas,ADJ,-1
acobardado,ADJ,-1
acobardados,ADJ,-1
acobardar,VB,1
acobertada,ADJ,-1
acobertadas,ADJ,-1
acobertado,ADJ,-1
acobertados,ADJ,-1
acobertar,VB,-1
acoberto,ADJ,-1
acobreada,ADJ,0
acobreadas,ADJ,0
acobreado,ADJ,0
acobreados,ADJ,0
acocada,ADJ,-1
acocadas,ADJ,-1
acocado,ADJ,-1
acocados,ADJ,-1
acocar,VB,1
acochar,VB,-1
acocorar,VB,0
acodar,VB,0
acogular,VB,1
acoimar,VB,0
acoitada,ADJ,-1
acoitadas,ADJ,-1
acoitado,ADJ,-1
acoitados,ADJ,-1
acoitar,VB,-1
acolchoar,VB,1
acolhedor,ADJ,1
acolhedora,ADJ,1
acolhedoras,ADJ,1
acolhedores,ADJ,1
acolher,VB,0
acolhida,ADJ,0
acolhidas,ADJ,0
acolhido,ADJ,0
acolhidos,ADJ,0
acometer,VB,0
acomodada,ADJ,-1
acomodadas,ADJ,-1
acomodadica,ADJ,-1
acomodadicas,ADJ,-1
acomodadico,ADJ,-1
acomodadicos,ADJ,-1
acomodado,ADJ,-1
acomodados,ADJ,-1
acomodar,VB,1
acomodar-se,VB,1
acomodaticia,ADJ,0
acomodaticias,ADJ,0
acomodaticio,ADJ,0
acomodaticios,ADJ,0
acomodo,ADJ,1
acompanhada,ADJ,0
acompanhadas,ADJ,0
acompanhado,ADJ,0
acompanhador,ADJ,0
acompanhadora,ADJ,0
acompanhadoras,ADJ,0
acompanhadores,ADJ,0
acompanhados,ADJ,0
acompanhante,ADJ,0
acompanhantes,ADJ,0
acompanhar,VB,0
acompanhavel,ADJ,1
acompridar,VB,0
acomunar-se,VB,1
aconchavar,VB,0
aconchavar-se,VB,1
aconchegada,ADJ,1
aconchegadas,ADJ,1
aconchegado,ADJ,1
aconchegados,ADJ,1
aconchegante,ADJ,1
aconchegar,VB,0
aconchegar-se,VB,1
acondicionar,VB,1
acondicionar-se,VB,1
acondimentar,VB,1
acondutar,VB,0
aconselhar,VB,0
aconselhar-se,VB,1
acontecer,VB,0
acoplada,ADJ,0
acopladas,ADJ,0
acoplado,ADJ,0
acoplados,ADJ,0
acorado,ADJ,1
acorcoar,VB,0
acordada,ADJ,0
acordadas,ADJ,0
acordado,ADJ,0
acordados,ADJ,0
acordar,VB,1
acorde,ADJ,1
acordes,ADJ,1
acorocoar,VB,0
acorocoar-se,VB,1
acorrentada,ADJ,-1
acorrentadas,ADJ,-1
acorrentado,ADJ,-1
acorrentados,ADJ,-1
acorrentar,VB,1
acorrentar-se,VB,1
acorrer,VB,0
acossada,ADJ,-1
acossadas,ADJ,-1
acossado,ADJ,-1
acossados,ADJ,-1
acossar,VB,0
acostar,VB,0
acostumada,ADJ,0
acostumadas,ADJ,0
acostumado,ADJ,0
acostumados,ADJ,0
acostumar,VB,1
acostumar-se,VB,1
acotar,VB,1
acotovelar,VB,0
acoucar,VB,1
acougueira,ADJ,-1
acougueiras,ADJ,-1
acougueiro,ADJ,-1
acougueiros,ADJ,-1
acoutar,VB,-1
acovar,VB,0
acovardar,VB,1
acravar,VB,0
acre,ADJ,-1
acreditada,ADJ,1
acreditadas,ADJ,1
acreditado,ADJ,1
acreditados,ADJ,1
acreditar,VB,0
acreditaveis,ADJ,0
acreditavel,ADJ,0
acres,ADJ,-1
acrescentada,ADJ,1
acrescentadas,ADJ,1
acrescentado,ADJ,1
acrescentados,ADJ,1
acrescentar,VB,1
acrescer,VB,1
acriancada,ADJ,-1
acriancadas,ADJ,-1
acriancado,ADJ,-1
acriancados,ADJ,-1
acrimonia,ADJ,-1
acrimoniar,VB,1
acrisolada,ADJ,0
acrisoladas,ADJ,0
acrisolado,ADJ,0
acrisolados,ADJ,0
acrisolar,VB,0
acritica,ADJ,-1
acriticas,ADJ,-1
acritico,ADJ,-1
acriticos,ADJ,-1
activa,ADJ,1
activas,ADJ,1
activo,ADJ,1
activos,ADJ,1
actualista,ADJ,0
actualistas,ADJ,0
acucarada,ADJ,-1
acucaradas,ADJ,-1
acucarado,ADJ,-1
acucarados,ADJ,-1
acudir,VB,0
acular,VB,0
aculturada,ADJ,-1
aculturadas,ADJ,-1
aculturado,ADJ,-1
aculturados,ADJ,-1
acuminado,ADJ,1
acumular,VB,0
acurada,ADJ,1
acuradas,ADJ,1
acurado,ADJ,1
acurados,ADJ,1
acurar,VB,0
acurtar,VB,-1
acurvar,VB,0
acusada,ADJ,-1
acusadas,ADJ,-1
acusado,ADJ,-1
acusados,ADJ,-1
acusar,VB,0
acutilante,ADJ,-1
acutilantes,ADJ,-1
acutissima,ADJ,0
acutissimas,ADJ,0
acutissimo,ADJ,0
acutissimos,ADJ,0
adamica,ADJ,-1
adamicas,ADJ,-1
adamico,ADJ,-1
adamicos,ADJ,-1
adaptada,ADJ,0
adaptadas,ADJ,0
adaptado,ADJ,0
adaptados,ADJ,0
adaptar,VB,0
adaptar-se,VB,1
adaptaveis,ADJ,1
adaptavel,ADJ,1
adargar,VB,1
adejar,VB,0
adelgacar,VB,-1
adelgadar,VB,-1
adelgar,VB,-1
adensar,VB,0
adentrar,VB,1
adepta,ADJ,1
adeptas,ADJ,1
adepto,ADJ,1
adeptos,ADJ,1
adequada,ADJ,1
adequadas,ADJ,1
adequado,ADJ,1
adequados,ADJ,1
adequar,VB,0
adequar-se,VB,1
aderecado,ADJ,1
aderecar,VB,0
aderente,ADJ,1
aderentes,ADJ,1
adergar,VB,1
aderir,VB,1
adestrada,ADJ,1
adestradas,ADJ,1
adestrado,ADJ,1
adestrados,ADJ,1
adestrar,VB,1
adeusar,VB,1
adiafano,ADJ,-1
adiantar,VB,0
adiantar-se,VB,0
adiar,VB,0
adicionado,ADJ,1
adicionais,ADJ,0
adicional,ADJ,0
adicionar,VB,1
adicta,ADJ,1
adictas,ADJ,1
adicto,ADJ,1
adictos,ADJ,1
adida,ADJ,-1
adidas,ADJ,-1
adido,ADJ,-1
adidos,ADJ,-1
adinamizar,VB,0
adinheirado,ADJ,1
adiposa,ADJ,-1
adiposas,ADJ,-1
adiposo,ADJ,-1
adiposos,ADJ,-1
adir,VB,1
aditado,ADJ,1
aditar,VB,1
adivinhar,VB,1
adjacente,ADJ,0
adjacentes,ADJ,1
adjudicar,VB,-1
adjugar,VB,1
adjunta,ADJ,-1
adjuntas,ADJ,-1
adjunto,ADJ,-1
adjuntos,ADJ,-1
adjurar,VB,0
adminicular,VB,1
administrada,ADJ,0
administradas,ADJ,0
administrado,ADJ,0
administrador,ADJ,1
administradora,ADJ,1
administradoras,ADJ,1
administradores,ADJ,1
administrados,ADJ,0
administrar,VB,0
admirada,ADJ,-1
admiradas,ADJ,-1
admirado,ADJ,-1
admirados,ADJ,-1
admiranda,ADJ,-1
admirandas,ADJ,-1
admirando,ADJ,-1
admirandos,ADJ,-1
admirar,VB,1
admirar-se,VB,1
admiraveis,ADJ,1
admiravel,ADJ,1
admitida,ADJ,0
admitidas,ADJ,0
admitido,ADJ,0
admitidos,ADJ,0
admitir,VB,1
admoestador,ADJ,-1
admoestadora,ADJ,-1
admoestadoras,ADJ,-1
admoestadores,ADJ,-1
admoestar,VB,0
adnumerar,VB,1
adocar,VB,0
adoentada,ADJ,-1
adoentadas,ADJ,-1
adoentado,ADJ,-1
adoentados,ADJ,-1
adoidar,VB,1
adolescente,ADJ,0
adolescentes,ADJ,0
adomar,VB,0
adomesticar,VB,1
adorada,ADJ,1
adoradas,ADJ,1
adorado,ADJ,1
adorados,ADJ,1
adoranda,ADJ,1
adorandas,ADJ,1
adorando,ADJ,1
adorandos,ADJ,1
adorar,VB,1
adoraveis,ADJ,1
adoravel,ADJ,1
adormecente,ADJ,-1
adormecer,VB,0
adormecida,ADJ,-1
adormecidas,ADJ,-1
adormecido,ADJ,-1
adormecidos,ADJ,-1
adormentar,VB,-1
adormir,VB,0
adornada,ADJ,-1
adornadas,ADJ,-1
adornado,ADJ,-1
adornados,ADJ,-1
adornar,VB,0
adotada,ADJ,-1
adotadas,ADJ,-1
adotado,ADJ,-1
adotados,ADJ,-1
adotar,VB,0
adotiva,ADJ,0
adotivas,ADJ,0
adotivo,ADJ,0
adotivos,ADJ,0
adoudar,VB,1
adoutrinar,VB,1
adquirir,VB,0
adregar,VB,1
adscrever,VB,0
adscrito,ADJ,1
adstringir,VB,-1
adstrita,ADJ,-1
adstritas,ADJ,-1
adstrito,ADJ,-1
adstritos,ADJ,-1
adubada,ADJ,1
adubadas,ADJ,1
adubado,ADJ,1
adubados,ADJ,1
adubar,VB,1
adubiar,VB,0
adulador,ADJ,-1
aduladora,ADJ,-1
aduladoras,ADJ,-1
aduladores,ADJ,-1
adular,VB,1
adulta,ADJ,0
adultas,ADJ,0
adultera,ADJ,-1
adulterada,ADJ,0
adulteradas,ADJ,0
adulterado,ADJ,0
adulterador,ADJ,-1
adulteradora,ADJ,-1
adulteradoras,ADJ,-1
adulteradores,ADJ,-1
adulterados,ADJ,0
adulterar,VB,-1
adulterar-se,VB,1
adulteras,ADJ,-1
adulterina,ADJ,-1
adulterinas,ADJ,-1
adulterino,ADJ,-1
adulterinos,ADJ,-1
adultero,ADJ,-1
adulteros,ADJ,-1
adulto,ADJ,0
adultos,ADJ,0
adumbrar,VB,1
adunar,VB,1
adunar-se,VB,1
adurir,VB,0
aduzir,VB,1
adventicia,ADJ,-1
adventicias,ADJ,-1
adventicio,ADJ,-1
adventicios,ADJ,-1
adventista,ADJ,0
adventistas,ADJ,0
adverbar,VB,1
adversa,ADJ,-1
adversar,VB,1
adversaria,ADJ,-1
adversarias,ADJ,-1
adversario,ADJ,-1
adversarios,ADJ,-1
adversas,ADJ,-1
adverso,ADJ,-1
adversos,ADJ,-1
advertida,ADJ,-1
advertidas,ADJ,-1
advertido,ADJ,-1
advertidos,ADJ,-1
advertir,VB,0
advertir-se,VB,0
advir,VB,0
advogar,VB,0
aerea,ADJ,0
aereas,ADJ,0
aereo,ADJ,0
aereos,ADJ,0
afadigador,ADJ,-1
afadigar,VB,-1
afadigoso,ADJ,-1
afagar,VB,1
afainado,ADJ,1
afalcoar,VB,0
afamada,ADJ,1
afamadas,ADJ,1
afamado,ADJ,1
afamados,ADJ,1
afamar-se,VB,1
afanada,ADJ,-1
afanadas,ADJ,-1
afanado,ADJ,-1
afanados,ADJ,-1
afanar,VB,0
afaquear,VB,1
afarelar,VB,1
afasica,ADJ,-1
afasicas,ADJ,-1
afasico,ADJ,-1
afasicos,ADJ,-1
afastada,ADJ,-1
afastadas,ADJ,1
afastado,ADJ,-1
afastados,ADJ,-1
afastar,VB,-1
afastar-se,VB,-1
afatiar,VB,1
afaveis,ADJ,1
afavel,ADJ,1
afazer,VB,1
afazer-se,VB,1
afecta,ADJ,0
afectada,ADJ,-1
afectadas,ADJ,-1
afectado,ADJ,-1
afectados,ADJ,-1
afectas,ADJ,0
afectiva,ADJ,1
afectivas,ADJ,1
afectivo,ADJ,1
afectivos,ADJ,1
afecto,ADJ,0
afectos,ADJ,0
afectuosa,ADJ,1
afectuosas,ADJ,1
afectuoso,ADJ,1
afectuosos,ADJ,1
afeiar,VB,1
afeicoada,ADJ,1
afeicoadas,ADJ,1
afeicoado,ADJ,1
afeicoados,ADJ,1
afeicoar,VB,0
afeicoar-se,VB,1
afeita,ADJ,0
afeitas,ADJ,0
afeito,ADJ,0
afeitos,ADJ,0
afelear,VB,-1
afeminada,ADJ,-1
afeminadas,ADJ,-1
afeminado,ADJ,-1
afeminados,ADJ,-1
aferar,VB,-1
aferida,ADJ,0
aferidas,ADJ,0
aferido,ADJ,0
aferidos,ADJ,0
aferir,VB,0
aferrada,ADJ,0
aferradas,ADJ,0
aferrado,ADJ,0
aferrados,ADJ,0
aferrar,VB,0
aferrar-se,VB,0
aferrenhar-se,VB,1
aferretoar,VB,-1
aferroar,VB,-1
aferrolhar,VB,0
afervorar,VB,0
afervorar-se,VB,1
afetada,ADJ,-1
afetadas,ADJ,-1
afetado,ADJ,-1
afetados,ADJ,-1
afetar,VB,0
afetiva,ADJ,1
afetivas,ADJ,1
afetivel,ADJ,1
afetivo,ADJ,1
afetivos,ADJ,1
afetuar-se,VB,1
afetuosa,ADJ,1
afetuosas,ADJ,1
afetuoso,ADJ,1
afetuosos,ADJ,1
afiada,ADJ,-1
afiadas,ADJ,-1
afiado,ADJ,-1
afiador,ADJ,-1
afiados,ADJ,-1
afiancar,VB,-1
afiar,VB,0
afidalgada,ADJ,0
afidalgadas,ADJ,0
afidalgado,ADJ,0
afidalgados,ADJ,0
afidalgar,VB,0
afigurar,VB,1
afigurar-se,VB,0
afilada,ADJ,0
afiladas,ADJ,0
afilado,ADJ,0
afilados,ADJ,0
afilar,VB,0
afilhada,ADJ,0
afilhadas,ADJ,0
afilhado,ADJ,0
afilhados,ADJ,0
afim,ADJ,0
afinada,ADJ,1
afinadas,ADJ,1
afinado,ADJ,1
afinados,ADJ,1
afinar,VB,1
afincada,ADJ,0
afincadas,ADJ,0
afincado,ADJ,0
afincados,ADJ,0
afincar,VB,0
afincar-se,VB,1
afins,ADJ,0
afirmar,VB,1
afirmativa,ADJ,1
afirmativas,ADJ,1
afirmativo,ADJ,1
afirmativos,ADJ,1
afitar,VB,0
afixa,ADJ,1
afixar,VB,0
afixas,ADJ,1
afixo,ADJ,1
afixos,ADJ,1
aflar,VB,1
aflechar,VB,-1
afleumar,VB,1
afligida,ADJ,-1
afligidas,ADJ,-1
afligido,ADJ,-1
afligidos,ADJ,-1
afligir,VB,-1
aflita,ADJ,-1
aflitas,ADJ,-1
aflitiva,ADJ,-1
aflitivas,ADJ,-1
aflitivo,ADJ,-1
aflitivos,ADJ,-1
aflito,ADJ,-1
aflitos,ADJ,-1
aflorar,VB,0
afluente,ADJ,1
afluentes,ADJ,1
afluir,VB,1
afobada,ADJ,-1
afobadas,ADJ,-1
afobado,ADJ,-1
afobados,ADJ,-1
afofar,VB,1
afogada,ADJ,-1
afogadas,ADJ,-1
afogado,ADJ,-1
afogados,ADJ,-1
afogar,VB,0
afogar-se,VB,1
afogueada,ADJ,0
afogueadas,ADJ,0
afogueado,ADJ,0
afogueados,ADJ,0
afoguear,VB,0
afoguear-se,VB,1
afoita,ADJ,-1
afoitar,VB,0
afoitas,ADJ,-1
afoito,ADJ,-1
afoitos,ADJ,-1
afolhear,VB,0
aforar,VB,-1
aformosar,VB,0
aformoseado,ADJ,1
aformosear,VB,0
aformosentar,VB,0
aforrar,VB,-1
afortalecer,VB,1
afortalezar,VB,1
afortunada,ADJ,1
afortunadas,ADJ,1
afortunado,ADJ,1
afortunados,ADJ,1
afoutar,VB,0
afouto,ADJ,1
afracar,VB,0
afrancesada,ADJ,0
afrancesadas,ADJ,0
afrancesado,ADJ,0
afrancesados,ADJ,0
afrentar,VB,0
afrescar,VB,1
africanos,ADJ,1
afroixar,VB,0
afroixar-se,VB,1
afrontada,ADJ,-1
afrontadas,ADJ,-1
afrontado,ADJ,-1
afrontados,ADJ,-1
afrontar,VB,-1
afrontosa,ADJ,-1
afrontosas,ADJ,-1
afrontoso,ADJ,-1
afrontosos,ADJ,-1
afrouxar,VB,0
afrouxar-se,VB,0
afugentar,VB,0
afuleimar,VB,1
afumear,VB,1
afumegar,VB,1
afundada,ADJ,-1
afundadas,ADJ,-1
afundado,ADJ,-1
afundados,ADJ,-1
afundar,VB,1
afundir,VB,0
afunilado,ADJ,1
afunilar,VB,0
afuroar,VB,1
afutricar,VB,1
afuzilar,VB,1
agachada,ADJ,-1
agachadas,ADJ,-1
agachado,ADJ,-1
agachados,ADJ,-1
agachar,VB,0
agadanhar,VB,0
agafanhar,VB,0
agalanado,ADJ,1
agalegado,ADJ,-1
agaloar,VB,0
agarotada,ADJ,-1
agarotadas,ADJ,-1
agarotado,ADJ,-1
agarotados,ADJ,-1
agarrada,ADJ,-1
agarradas,ADJ,-1
agarradico,ADJ,-1
agarrado,ADJ,-1
agarrados,ADJ,-1
agarrar,VB,0
agarrar-se,VB,1
agasalhada,ADJ,0
agasalhadas,ADJ,0
agasalhado,ADJ,0
agasalhados,ADJ,0
agasalhar,VB,0
agastada,ADJ,-1
agastadas,ADJ,-1
agastadica,ADJ,-1
agastadicas,ADJ,-1
agastadico,ADJ,-1
agastadicos,ADJ,-1
agastado,ADJ,-1
agastados,ADJ,-1
agastar,VB,-1
agatanhar,VB,0
agaturrar,VB,0
ageis,ADJ,1
agenciar,VB,0
agermanar,VB,1
agermanar-se,VB,1
agigantada,ADJ,-1
agigantadas,ADJ,-1
agigantado,ADJ,-1
agigantados,ADJ,-1
agigantar,VB,1
agigantear,VB,1
agil,ADJ,1
agiota,ADJ,-1
agiotar,VB,0
agiotas,ADJ,-1
agir,VB,1
agitada,ADJ,-1
agitadas,ADJ,-1
agitado,ADJ,-1
agitador,ADJ,-1
agitadora,ADJ,-1
agitadoras,ADJ,-1
agitadores,ADJ,-1
agitados,ADJ,-1
agitar,VB,1
aglomerada,ADJ,0
aglomeradas,ADJ,0
aglomerado,ADJ,0
aglomerados,ADJ,0
aglomerar,VB,0
aglomerar-se,VB,1
aglutinante,ADJ,-1
aglutinantes,ADJ,-1
aglutinar,VB,0
agnostica,ADJ,0
agnosticas,ADJ,0
agnostico,ADJ,0
agnosticos,ADJ,0
agoirar,VB,1
agoirenta,ADJ,-1
agoirentas,ADJ,-1
agoirento,ADJ,-1
agoirentos,ADJ,-1
agoniada,ADJ,-1
agoniadas,ADJ,-1
agoniado,ADJ,-1
agoniados,ADJ,-1
agoniante,ADJ,-1
agoniantes,ADJ,-1
agoniar,VB,-1
agonizante,ADJ,-1
agonizantes,ADJ,-1
agonizar,VB,-1
agourar,VB,1
agoureira,ADJ,-1
agoureiras,ADJ,-1
agoureiro,ADJ,-1
agoureiros,ADJ,-1
agourenta,ADJ,-1
agourentas,ADJ,-1
agourento,ADJ,-1
agourentos,ADJ,-1
agraciada,ADJ,0
agraciadas,ADJ,0
agraciado,ADJ,0
agraciados,ADJ,0
agradada,ADJ,1
agradadas,ADJ,1
agradado,ADJ,1
agradados,ADJ,1
agradar,VB,1
agradar-se,VB,1
agradaveis,ADJ,1
agradavel,ADJ,1
agradecer,VB,0
agradecida,ADJ,-1
agradecidas,ADJ,-1
agradecido,ADJ,-1
agradecidos,ADJ,-1
agravada,ADJ,-1
agravadas,ADJ,-1
agravado,ADJ,-1
agravados,ADJ,-1
agravante,ADJ,1
agravar,VB,0
agravar-se,VB,1
agravoso,ADJ,-1
agre,ADJ,-1
agredir,VB,-1
agregada,ADJ,0
agregadas,ADJ,0
agregado,ADJ,0
agregados,ADJ,0
agregar,VB,1
agregar-se,VB,1
agremiar,VB,0
agremiar-se,VB,1
agres,ADJ,-1
agressiva,ADJ,-1
agressivas,ADJ,-1
agressivo,ADJ,-1
agressivos,ADJ,-1
agressor,ADJ,-1
agressora,ADJ,-1
agressoras,ADJ,-1
agressores,ADJ,-1
agreste,ADJ,-1
agrestes,ADJ,-1
agricultar,VB,0
agricultor,ADJ,-1
agricultoras,ADJ,-1
agricultores,ADJ,-1
agrilhoada,ADJ,-1
agrilhoadas,ADJ,-1
agrilhoado,ADJ,-1
agrilhoados,ADJ,-1
agrilhoar,VB,-1
agrimonia,ADJ,-1
agro,ADJ,-1
agror,ADJ,-1
agrosseirada,ADJ,-1
agrosseiradas,ADJ,-1
agrosseirado,ADJ,-1
agrosseirados,ADJ,-1
agrupada,ADJ,-1
agrupadas,ADJ,-1
agrupado,ADJ,-1
agrupados,ADJ,-1
agrupar,VB,0
agrupar-se,VB,1
agrura,ADJ,-1
aguada,ADJ,-1
aguadas,ADJ,-1
aguado,ADJ,-1
aguados,ADJ,-1
aguar,VB,1
aguardada,ADJ,0
aguardadas,ADJ,0
aguardado,ADJ,0
aguardados,ADJ,0
aguardar,VB,0
aguaritar,VB,0
agucada,ADJ,-1
agucadas,ADJ,-1
agucado,ADJ,-1
agucados,ADJ,-1
agucar,VB,0
aguda,ADJ,0
agudar,VB,0
agudas,ADJ,0
agudissima,ADJ,0
agudissimas,ADJ,0
agudissimo,ADJ,0
agudissimos,ADJ,0
agudo,ADJ,0
agudos,ADJ,0
aguentar,VB,0
aguentar-se,VB,1
aguerrida,ADJ,0
aguerridas,ADJ,0
aguerrido,ADJ,0
aguerridos,ADJ,0
aguilhar,VB,-1
aguilhoar,VB,-1
agulhar,VB,-1
aiar,VB,0
airosa,ADJ,1
airosas,ADJ,1
airoso,ADJ,1
airosos,ADJ,1
aiva,ADJ,-1
ajaezado,ADJ,1
ajaezar,VB,0
ajanotada,ADJ,0
ajanotadas,ADJ,0
ajanotado,ADJ,0
ajanotados,ADJ,0
ajarretar,VB,-1
ajaular,VB,0
ajeitar,VB,1
ajeitar-se,VB,1
ajoeirar,VB,0
ajoelhada,ADJ,-1
ajoelhadas,ADJ,-1
ajoelhado,ADJ,-1
ajoelhados,ADJ,-1
ajoujada,ADJ,-1
ajoujadas,ADJ,-1
ajoujado,ADJ,-1
ajoujados,ADJ,-1
ajoujar,VB,0
ajoujar-se,VB,1
ajudada,ADJ,1
ajudadas,ADJ,1
ajudado,ADJ,1
ajudados,ADJ,1
ajudante,ADJ,-1
ajudantes,ADJ,-1
ajudar,VB,0
ajuizada,ADJ,1
ajuizadas,ADJ,1
ajuizado,ADJ,1
ajuizados,ADJ,1
ajuizar,VB,1
ajuizar-se,VB,1
ajuntado,ADJ,1
ajuntar,VB,1
ajuntar-se,VB,1
ajustada,ADJ,-1
ajustadas,ADJ,-1
ajustado,ADJ,-1
ajustados,ADJ,-1
ajustar,VB,1
ajustar-se,VB,1
alabarar,VB,-1
alabastrino,ADJ,1
alabregado,ADJ,-1
alacre,ADJ,1
alada,ADJ,1
aladas,ADJ,1
aladeirado,ADJ,-1
alado,ADJ,1
alados,ADJ,1
alagar,VB,0
alambicar,VB,0
alancear,VB,-1
alanhar,VB,0
alanzoar,VB,0
alapada,ADJ,-1
alapadas,ADJ,-1
alapado,ADJ,-1
alapados,ADJ,-1
alar,VB,0
alardar,VB,0
alardar-se,VB,0
alardear,VB,0
alardear-se,VB,0
alargar,VB,0
alargar-se,VB,1
alarmante,ADJ,-1
alarmantes,ADJ,-1
alarmar,VB,1
alarmista,ADJ,-1
alarmistas,ADJ,-1
alarvado,ADJ,-1
alarvajado,ADJ,-1
alarve,ADJ,-1
alarvejado,ADJ,-1
alarves,ADJ,-1
alastrar,VB,0
alastrar-se,VB,1
albergar,VB,0
albigense,ADJ,0
albigenses,ADJ,0
albina,ADJ,-1
albinas,ADJ,-1
albino,ADJ,-1
albinos,ADJ,-1
alborcar,VB,-1
alborotar,VB,0
alcachinar,VB,0
alcaguetar,VB,1
alcancar,VB,0
alcandorada,ADJ,0
alcandoradas,ADJ,0
alcandorado,ADJ,0
alcandorados,ADJ,0
alcantilado,ADJ,-1
alcantiloso,ADJ,-1
alcar,VB,0
alcar-se,VB,1
alcatifar,VB,1
alcear,VB,0
alcofar,VB,1
alcoolatra,ADJ,-1
alcoolatras,ADJ,-1
alcoolica,ADJ,-1
alcoolicas,ADJ,-1
alcoolico,ADJ,-1
alcoolicos,ADJ,-1
alcoolizada,ADJ,-1
alcoolizadas,ADJ,-1
alcoolizado,ADJ,-1
alcoolizados,ADJ,-1
alcoolizar,VB,1
alcoolizar-se,VB,1
alcorcovar,VB,0
alcovetar,VB,1
alcovitar,VB,1
alcunhada,ADJ,0
alcunhadas,ADJ,0
alcunhado,ADJ,0
alcunhados,ADJ,0
alcunhar,VB,0
aldea,ADJ,-1
aldeao,ADJ,-1
aldeas,ADJ,-1
aldeoes,ADJ,-1
aldrabao,ADJ,-1
aldraboes,ADJ,-1
aldrabona,ADJ,-1
aldrabonas,ADJ,-1
alealdar,VB,0
aleatorio,ADJ,-1
alegada,ADJ,-1
alegadas,ADJ,-1
alegado,ADJ,-1
alegados,ADJ,-1
alegar,VB,0
alegrar,VB,0
alegrar-se,VB,1
alegre,ADJ,1
alegres,ADJ,1
alegrete,ADJ,0
alegretes,ADJ,0
alegrota,ADJ,0
alegrotas,ADJ,0
alegrote,ADJ,0
alegrotes,ADJ,0
aleijada,ADJ,-1
aleijadas,ADJ,-1
aleijado,ADJ,-1
aleijados,ADJ,-1
aleijar,VB,-1
aleijar-se,VB,1
aleivosa,ADJ,-1
aleivosas,ADJ,-1
aleivoso,ADJ,-1
aleivosos,ADJ,-1
alema,ADJ,0
alemaes,ADJ,0
alemao,ADJ,0
alentada,ADJ,1
alentadas,ADJ,1
alentado,ADJ,1
alentador,ADJ,1
alentadora,ADJ,1
alentadoras,ADJ,1
alentadores,ADJ,1
alentados,ADJ,1
alentar,VB,1
alentoso,ADJ,1
alergica,ADJ,0
alergicas,ADJ,0
alergico,ADJ,0
alergicos,ADJ,0
alerta,ADJ,1
alertar,VB,1
alertas,ADJ,1
aletrado,ADJ,-1
alevantar,VB,1
alevantar-se,VB,0
alfabetizada,ADJ,0
alfabetizadas,ADJ,0
alfabetizado,ADJ,0
alfabetizados,ADJ,0
alfaiado,ADJ,1
alfaiar,VB,0
alfombrar,VB,1
alforriar,VB,-1
algarvia,ADJ,-1
algarvias,ADJ,-1
algarvio,ADJ,-1
algarvios,ADJ,-1
algemada,ADJ,-1
algemadas,ADJ,-1
algemado,ADJ,-1
algemados,ADJ,-1
algemar,VB,-1
algemar-se,VB,1
alhanar,VB,0
alheada,ADJ,-1
alheadas,ADJ,-1
alheado,ADJ,-1
alheados,ADJ,-1
alhear,VB,-1
alheia,ADJ,0
alheias,ADJ,0
alheio,ADJ,0
alheios,ADJ,0
aliada,ADJ,1
aliadas,ADJ,0
aliado,ADJ,0
aliados,ADJ,0
aliancar,VB,0
aliancar-se,VB,1
aliar,VB,0
aliar-se,VB,1
alicercada,ADJ,1
alicercadas,ADJ,1
alicercado,ADJ,1
alicercados,ADJ,1
alicercar,VB,1
alicercar-se,VB,1
aliciada,ADJ,-1
aliciadas,ADJ,-1
aliciado,ADJ,-1
aliciados,ADJ,-1
aliciar,VB,0
alienada,ADJ,-1
alienadas,ADJ,-1
alienado,ADJ,-1
alienados,ADJ,1
alienar,VB,1
alienigena,ADJ,-1
alienigenas,ADJ,-1
aligeirada,ADJ,0
aligeiradas,ADJ,0
aligeirado,ADJ,0
aligeirados,ADJ,0
aligeirar,VB,-1
alijar,VB,0
alimaria,ADJ,-1
alimentada,ADJ,0
alimentadas,ADJ,0
alimentado,ADJ,0
alimentados,ADJ,0
alimentar,VB,0
alimentar-se,VB,0
alimpar,VB,0
alindado,ADJ,1
alinhada,ADJ,1
alinhadas,ADJ,1
alinhado,ADJ,1
alinhados,ADJ,1
alinhavada,ADJ,-1
alinhavadas,ADJ,-1
alinhavado,ADJ,-1
alinhavados,ADJ,-1
alinhavar,VB,1
alisar,VB,1
alistada,ADJ,-1
alistadas,ADJ,-1
alistado,ADJ,-1
alistados,ADJ,-1
alistar,VB,1
alivelar,VB,1
aliviada,ADJ,0
aliviadas,ADJ,0
aliviado,ADJ,0
aliviados,ADJ,0
aliviar,VB,-1
aliviar-se,VB,1
alma,ADJ,1
almas,ADJ,1
almejar,VB,1
almiscarado,ADJ,1
almo,ADJ,1
almoada,ADJ,0
almoadas,ADJ,0
almofadar,VB,1
almondegar,VB,0
almoravida,ADJ,0
almoravidas,ADJ,0
almos,ADJ,1
aloirada,ADJ,0
aloiradas,ADJ,0
